tick,pos_deg,vel_degs,acc_degs2,pwm
400000,67.1,0.0,0.0,-17.0
400010,65.6,0.0,0.0,-17.0
400020,64.1,0.0,0.0,-17.0
400030,62.6,0.0,0.0,-16.0
400040,61.1,0.0,0.0,-16.0
400050,59.7,0.0,0.0,-16.0
400060,58.3,0.0,0.0,-15.0
400070,56.8,0.0,0.0,-15.0
400080,55.4,0.0,0.0,-15.0
400090,54.0,0.0,0.0,-14.0
400100,52.7,0.0,0.0,-14.0
400110,51.4,0.0,0.0,-14.0
400120,50.1,0.0,0.0,-14.0
400130,48.8,0.0,0.0,-13.0
400140,47.6,0.0,0.0,-13.0
400150,46.4,0.0,0.0,-13.0
400160,45.2,0.0,0.0,-13.0
400170,44.0,0.0,0.0,-12.0
400180,42.8,0.0,0.0,-12.0
400190,41.7,0.0,0.0,-12.0
400200,40.6,0.0,0.0,-12.0
400210,39.6,0.0,0.0,-11.0
400220,38.6,0.0,0.0,-11.0
400230,37.5,0.0,0.0,-11.0
400240,36.6,0.0,0.0,-11.0
400250,35.7,0.0,0.0,-11.0
400260,34.7,0.0,0.0,-11.0
400270,33.9,0.0,0.0,-10.0
400280,33.0,0.0,0.0,-10.0
400290,32.2,0.0,0.0,-10.0
400300,31.4,0.0,0.0,-10.0
400310,30.6,0.0,0.0,-10.0
400320,29.8,0.0,0.0,-9.0
400330,29.1,0.0,0.0,-9.0
400340,28.4,0.0,0.0,-9.0
400350,27.7,0.0,0.0,-9.0
400360,27.0,0.0,0.0,-9.0
400370,26.4,0.0,0.0,-9.0
400380,25.8,0.0,0.0,-9.0
400390,25.1,0.0,0.0,-9.0
400400,24.6,0.0,0.0,-8.0
400410,24.0,0.0,0.0,-8.0
400420,23.4,0.0,0.0,-8.0
400430,22.8,0.0,0.0,-8.0
400440,22.3,0.0,0.0,-8.0
400450,21.7,0.0,0.0,-8.0
400460,21.2,0.0,0.0,-8.0
400470,20.7,0.0,0.0,-8.0
400480,20.2,0.0,0.0,-8.0
400490,19.7,0.0,0.0,-7.0
400500,19.2,0.0,0.0,-7.0
400510,18.7,0.0,0.0,-7.0
400520,18.3,0.0,0.0,-7.0
400530,17.8,0.0,0.0,-7.0
400540,17.4,0.0,0.0,-7.0
400550,17.0,0.0,0.0,-7.0
400560,16.6,0.0,0.0,-7.0
400570,16.2,0.0,0.0,-7.0
400580,15.8,0.0,0.0,-7.0
400590,15.4,0.0,0.0,-7.0
400600,15.0,0.0,0.0,-7.0
400610,14.6,0.0,0.0,-6.0
400620,14.2,0.0,0.0,-6.0
400630,13.9,0.0,0.0,-6.0
400640,13.5,0.0,0.0,-6.0
400650,13.2,0.0,0.0,-6.0
400660,12.9,0.0,0.0,-6.0
400670,12.6,0.0,0.0,-6.0
400680,12.2,0.0,0.0,-6.0
400690,11.9,0.0,0.0,-6.0
400700,11.6,0.0,0.0,-6.0
400710,11.3,0.0,0.0,-6.0
400720,11.0,0.0,0.0,-6.0
400730,10.7,0.0,0.0,-6.0
400740,10.4,0.0,0.0,-6.0
400750,10.2,0.0,0.0,-5.0
400760,9.9,0.0,0.0,-5.0
400780,9.4,0.0,0.0,-5.0
400790,9.1,0.0,0.0,-5.0
400800,8.9,0.0,0.0,-5.0
400810,8.7,0.0,0.0,-5.0
400820,8.4,0.0,0.0,-5.0
400830,8.2,0.0,0.0,-5.0
400840,8.0,0.0,0.0,-5.0
400850,7.8,0.0,0.0,0.0
400860,7.6,0.0,0.0,0.0
400870,7.4,0.0,0.0,0.0
400880,7.3,0.0,0.0,0.0
400890,7.3,0.0,0.0,0.0
400900,7.3,0.0,0.0,0.0
400910,7.3,0.0,0.0,0.0
400920,7.3,0.0,0.0,0.0
400930,7.3,0.0,0.0,0.0
400940,7.3,0.0,0.0,0.0
400950,7.3,0.0,0.0,0.0
400960,7.3,0.0,0.0,0.0
400970,7.3,0.0,0.0,0.0
400980,7.3,0.0,0.0,0.0
400990,7.3,0.0,0.0,0.0
401000,7.3,0.0,0.0,0.0
401010,7.3,0.0,0.0,0.0
401020,7.3,0.0,0.0,0.0
401030,7.3,0.0,0.0,0.0
401040,7.3,0.0,0.0,0.0
401050,7.3,0.0,0.0,0.0
401060,7.3,0.0,0.0,0.0
401070,7.3,0.0,0.0,0.0
401080,7.3,0.0,0.0,0.0
401090,7.3,0.0,0.0,0.0
401100,7.3,0.0,0.0,0.0
401110,7.3,0.0,0.0,0.0
401120,7.3,0.0,0.0,0.0
401130,7.3,0.0,0.0,0.0
401140,7.3,0.0,0.0,0.0
401150,7.3,0.0,0.0,0.0
401160,7.3,0.0,0.0,0.0
401170,7.3,0.0,0.0,0.0
401180,7.3,0.0,0.0,0.0
401190,7.3,0.0,0.0,0.0
401200,7.3,0.0,0.0,0.0
401210,7.3,0.0,0.0,0.0
401220,7.3,0.0,0.0,0.0
