tick,pos_deg,vel_degs,acc_degs2,pwm
2288000,21.4,0.0,0.0,-9.0
2288010,20.6,0.0,0.0,-9.0
2288020,19.8,0.0,0.0,-9.0
2288030,19.1,0.0,0.0,-9.0
2288040,18.3,0.0,0.0,-9.0
2288050,17.6,0.0,0.0,-9.0
2288060,16.9,0.0,0.0,-8.0
2288070,16.2,0.0,0.0,-8.0
2288080,15.5,0.0,0.0,-8.0
2288090,14.9,0.0,0.0,-8.0
2288100,14.2,0.0,0.0,-8.0
2288110,13.5,0.0,0.0,-8.0
2288120,12.9,0.0,0.0,-8.0
2288130,12.3,0.0,0.0,-8.0
2288140,11.7,0.0,0.0,-8.0
2288150,11.1,0.0,0.0,-7.0
2288160,10.5,0.0,0.0,-7.0
2288170,9.9,0.0,0.0,-7.0
2288180,9.4,0.0,0.0,-7.0
2288190,8.8,0.0,0.0,-7.0
2288200,8.3,0.0,0.0,-7.0
2288210,7.8,0.0,0.0,-7.0
2288220,7.3,0.0,0.0,-7.0
2288230,6.8,0.0,0.0,-7.0
2288240,6.3,0.0,0.0,-6.0
2288250,5.8,0.0,0.0,-6.0
2288260,5.3,0.0,0.0,-6.0
2288270,4.9,0.0,0.0,-2.0
2288280,4.4,0.0,0.0,-2.0
2288290,4.1,0.0,0.0,-2.0
2288300,3.8,0.0,0.0,-2.0
2288310,3.5,0.0,0.0,-2.0
2288320,3.3,0.0,0.0,2.0
2288330,3.1,0.0,0.0,-2.0
2288340,3.0,0.0,0.0,2.0
2288350,2.9,0.0,0.0,2.0
2288360,2.8,0.0,0.0,2.0
2288370,2.8,0.0,0.0,-2.0
2288380,2.8,0.0,0.0,-2.0
2288390,2.8,0.0,0.0,-6.0
2288400,2.9,0.0,0.0,-6.0
2288410,2.9,0.0,0.0,-6.0
2288420,2.8,0.0,0.0,-6.0
2288430,2.7,0.0,0.0,2.0
2288440,2.5,0.0,0.0,2.0
2288450,2.5,0.0,0.0,2.0
2288460,2.5,0.0,0.0,2.0
2288470,2.5,0.0,0.0,2.0
2288480,2.5,0.0,0.0,-2.0
2288490,2.5,0.0,0.0,-2.0
2288500,2.6,0.0,0.0,-2.0
2288510,2.6,0.0,0.0,-6.0
2288520,2.6,0.0,0.0,-6.0
2288530,2.6,0.0,0.0,2.0
2288540,2.5,0.0,0.0,-2.0
2288550,2.5,0.0,0.0,2.0
2288560,2.5,0.0,0.0,2.0
2288570,2.5,0.0,0.0,2.0
2288580,2.5,0.0,0.0,-2.0
2288590,2.5,0.0,0.0,-2.0
2288600,2.5,0.0,0.0,-2.0
2288610,2.5,0.0,0.0,-2.0
2288620,2.5,0.0,0.0,-2.0
2288630,2.5,0.0,0.0,-2.0
2288640,2.5,0.0,0.0,-2.0
2288650,2.5,0.0,0.0,2.0
2288660,2.5,0.0,0.0,-2.0
2288670,2.5,0.0,0.0,-2.0
2288680,2.5,0.0,0.0,-2.0
2288690,2.5,0.0,0.0,-2.0
2288700,2.5,0.0,0.0,-2.0
2288710,2.5,0.0,0.0,-2.0
2288720,2.5,0.0,0.0,-2.0
2288730,2.5,0.0,0.0,-2.0
2288740,2.5,0.0,0.0,-2.0
2288750,2.5,0.0,0.0,2.0
2288760,2.5,0.0,0.0,2.0
2288770,2.5,0.0,0.0,2.0
2288780,2.5,0.0,0.0,2.0
2288790,2.5,0.0,0.0,-2.0
2288800,2.6,0.0,0.0,-2.0
2288810,2.6,0.0,0.0,-2.0
2288820,2.6,0.0,0.0,-2.0
2288830,2.6,0.0,0.0,-2.0
2288840,2.6,0.0,0.0,-2.0
2288850,2.6,0.0,0.0,-2.0
2288860,2.6,0.0,0.0,-2.0
2288870,2.6,0.0,0.0,-2.0
2288880,2.6,0.0,0.0,2.0
2288890,2.6,0.0,0.0,-2.0
2288900,2.6,0.0,0.0,-2.0
2288910,2.5,0.0,0.0,-2.0
2288920,2.5,0.0,0.0,2.0
2288930,2.6,0.0,0.0,2.0
2288940,2.6,0.0,0.0,-2.0
2288950,2.6,0.0,0.0,-2.0
2288960,2.6,0.0,0.0,-2.0
2288970,2.6,0.0,0.0,-2.0
2288980,2.6,0.0,0.0,-2.0
2288990,2.6,0.0,0.0,-2.0
2289000,2.6,0.0,0.0,-2.0
2289010,2.6,0.0,0.0,2.0
2289020,2.6,0.0,0.0,2.0
2289030,2.6,0.0,0.0,2.0
2289040,2.6,0.0,0.0,2.0
2289050,2.6,0.0,0.0,2.0
2289060,2.6,0.0,0.0,-2.0
2289070,2.6,0.0,0.0,-2.0
2289080,2.6,0.0,0.0,-2.0
2289090,2.7,0.0,0.0,-2.0
2289100,2.7,0.0,0.0,-2.0
2289110,2.7,0.0,0.0,-2.0
2289120,2.7,0.0,0.0,-2.0
2289130,2.6,0.0,0.0,-2.0
2289140,2.6,0.0,0.0,2.0
2289150,2.6,0.0,0.0,2.0
2289160,2.6,0.0,0.0,2.0
2289170,2.7,0.0,0.0,2.0
2289180,2.6,0.0,0.0,-2.0
2289190,2.7,0.0,0.0,2.0
2289200,2.7,0.0,0.0,-2.0
2289210,2.7,0.0,0.0,-2.0
2289220,2.7,0.0,0.0,-2.0
2289230,2.7,0.0,0.0,-2.0
2289240,2.7,0.0,0.0,-2.0
2289250,2.7,0.0,0.0,2.0
2289260,2.7,0.0,0.0,-2.0
2289270,2.7,0.0,0.0,2.0
2289280,2.7,0.0,0.0,2.0
2289290,2.7,0.0,0.0,2.0
2289300,2.7,0.0,0.0,-2.0
2289310,2.7,0.0,0.0,-2.0
2289320,2.7,0.0,0.0,-2.0
2289330,2.7,0.0,0.0,-2.0
2289340,2.7,0.0,0.0,-2.0
2289350,2.7,0.0,0.0,-2.0
2289360,2.7,0.0,0.0,-2.0
2289370,2.7,0.0,0.0,2.0
2289380,2.7,0.0,0.0,2.0
2289390,2.7,0.0,0.0,2.0
2289400,2.7,0.0,0.0,2.0
2289410,2.7,0.0,0.0,2.0
2289420,2.7,0.0,0.0,-2.0
2289430,2.7,0.0,0.0,2.0
2289440,2.7,0.0,0.0,2.0
2289450,2.7,0.0,0.0,2.0
2289460,2.7,0.0,0.0,2.0
2289470,2.8,0.0,0.0,2.0
2289480,2.8,0.0,0.0,-2.0
2289490,2.8,0.0,0.0,-2.0
2289500,2.8,0.0,0.0,-2.0
2289510,2.8,0.0,0.0,-2.0
2289520,2.8,0.0,0.0,-2.0
2289530,2.8,0.0,0.0,2.0
2289540,2.8,0.0,0.0,2.0
2289550,2.8,0.0,0.0,2.0
2289560,2.8,0.0,0.0,2.0
2289570,2.8,0.0,0.0,2.0
2289580,2.8,0.0,0.0,2.0
2289590,2.8,0.0,0.0,2.0
2289600,2.8,0.0,0.0,-2.0
2289610,2.9,0.0,0.0,-2.0
2289620,2.9,0.0,0.0,-2.0
2289630,2.9,0.0,0.0,-2.0
2289640,2.9,0.0,0.0,-2.0
2289650,2.9,0.0,0.0,-2.0
2289660,2.9,0.0,0.0,-2.0
2289670,2.9,0.0,0.0,2.0
2289680,2.9,0.0,0.0,-2.0
2289690,2.9,0.0,0.0,-2.0
2289700,2.9,0.0,0.0,-2.0
2289710,2.9,0.0,0.0,-2.0
2289720,2.9,0.0,0.0,-2.0
2289730,2.9,0.0,0.0,-2.0
2289740,2.9,0.0,0.0,-2.0
2289750,2.9,0.0,0.0,-2.0
2289760,2.9,0.0,0.0,-2.0
2289770,2.9,0.0,0.0,-2.0
2289780,2.9,0.0,0.0,-2.0
2289790,2.9,0.0,0.0,-2.0
2289800,2.9,0.0,0.0,-2.0
2289810,2.9,0.0,0.0,-2.0
2289820,2.9,0.0,0.0,-2.0
2289830,2.9,0.0,0.0,2.0
