tick,pos_deg,vel_degs,acc_degs2,pwm
308000,11.9,-0.5,1.1,-5.0
308010,11.7,-0.4,1.0,-5.0
308020,11.4,-0.4,1.0,-5.0
308030,11.2,-0.4,1.0,-5.0
308040,10.9,-0.4,0.9,-5.0
308050,10.6,-0.4,0.8,-5.0
308060,10.4,-0.4,0.8,-5.0
308070,10.1,-0.4,0.8,-5.0
308080,9.9,-0.4,0.7,-5.0
308090,9.6,-0.4,0.6,-4.0
308100,9.4,-0.4,0.6,-4.0
308110,9.2,-0.4,0.6,-4.0
308120,9.0,-0.4,0.6,-4.0
308130,8.7,-0.4,0.6,-4.0
308140,8.5,-0.4,0.6,-4.0
308150,8.3,-0.4,0.6,-4.0
308160,8.1,-0.4,0.6,-4.0
308170,8.0,-0.3,0.6,-4.0
308180,7.8,-0.3,0.6,-4.0
308190,7.6,-0.3,0.7,-4.0
308200,7.4,-0.3,0.7,-4.0
308210,7.2,-0.3,0.6,-4.0
308220,7.1,-0.3,0.7,-4.0
308230,6.9,-0.3,0.7,-4.0
308240,6.8,-0.3,0.7,-4.0
308250,6.7,-0.3,0.8,-4.0
308260,6.5,-0.2,0.8,-4.0
308270,6.4,-0.2,0.8,-4.0
308280,6.3,-0.2,0.8,-4.0
308290,6.2,-0.2,0.7,-4.0
308300,6.0,-0.2,0.7,-4.0
308310,5.9,-0.2,0.8,-4.0
308320,5.8,-0.2,0.7,-4.0
308330,5.7,-0.2,0.6,-4.0
308340,5.5,-0.2,0.6,-4.0
308350,5.4,-0.2,0.6,0.0
308360,5.3,-0.2,0.5,0.0
308370,5.3,-0.2,0.7,0.0
308380,5.2,-0.1,0.8,0.0
308390,5.2,-0.1,0.9,0.0
308400,5.2,-0.1,1.1,0.0
308410,5.3,0.0,1.3,0.0
308420,5.3,0.0,1.3,0.0
308430,5.3,0.0,1.3,0.0
308440,5.3,0.0,1.4,0.0
308450,5.3,0.0,1.4,0.0
308460,5.3,0.0,1.4,0.0
308470,5.3,0.0,1.3,0.0
308480,5.3,0.0,1.2,0.0
308490,5.3,0.0,1.2,0.0
308500,5.3,0.1,1.1,0.0
308510,5.3,0.1,1.0,0.0
308520,5.3,0.1,0.9,0.0
308530,5.3,0.0,0.8,0.0
308540,5.3,0.0,0.8,0.0
308550,5.3,0.0,0.7,0.0
308560,5.3,0.0,0.6,0.0
308570,5.3,0.0,0.5,0.0
308580,5.3,0.0,0.4,0.0
308590,5.3,0.0,0.4,0.0
308600,5.3,0.0,0.3,0.0
308610,5.3,0.0,0.2,0.0
308620,5.3,0.0,0.2,0.0
308630,5.3,0.0,0.1,0.0
308640,5.3,0.0,0.1,0.0
308650,5.3,0.0,0.0,0.0
308660,5.3,0.0,0.0,0.0
308670,5.3,0.0,0.0,0.0
308680,5.3,0.0,-0.1,0.0
308690,5.3,0.0,-0.1,0.0
308700,5.3,0.0,-0.1,0.0
308710,5.3,0.0,-0.2,0.0
308720,5.3,0.0,-0.2,0.0
308730,5.3,0.0,-0.2,0.0
308740,5.3,0.0,-0.2,0.0
308750,5.3,0.0,-0.2,0.0
308760,5.3,0.0,-0.3,0.0
308770,5.3,0.0,-0.3,0.0
308780,5.3,0.0,-0.3,0.0
308800,5.3,0.0,-0.3,0.0
308810,5.3,0.0,-0.3,0.0
308820,5.3,0.0,-0.3,0.0
308830,5.3,0.0,-0.3,0.0
308840,5.3,0.0,-0.3,0.0
308850,5.3,0.0,-0.3,0.0
308860,5.3,0.0,-0.3,0.0
308870,5.3,0.0,-0.3,0.0
308880,5.3,0.0,-0.3,0.0
308890,5.3,0.0,-0.3,0.0
308900,5.3,0.0,-0.3,0.0
308910,5.3,0.0,-0.3,0.0
308920,5.3,0.0,-0.3,0.0
308930,5.3,0.0,-0.3,0.0
308940,5.3,0.0,-0.3,0.0
308950,5.3,0.0,-0.3,0.0
308960,5.3,0.0,-0.3,0.0
308970,5.3,0.0,-0.2,0.0
308980,5.3,0.0,-0.2,0.0
308990,5.3,0.0,-0.2,0.0
309000,5.3,0.0,-0.2,0.0
309010,5.3,0.0,-0.2,0.0
309020,5.3,0.0,-0.2,0.0
309030,5.3,0.0,-0.2,0.0
309040,5.3,0.0,-0.2,0.0
309050,5.3,0.0,-0.2,0.0
309060,5.3,0.0,-0.2,0.0
309070,5.3,0.0,-0.2,0.0
309080,5.3,0.0,-0.2,0.0
309090,5.3,0.0,-0.2,0.0
309100,5.3,0.0,-0.2,0.0
309110,5.3,0.0,-0.2,0.0
309120,5.3,0.0,-0.2,0.0
309130,5.3,0.0,-0.1,0.0
309140,5.3,0.0,-0.1,0.0
309150,5.3,0.0,-0.1,0.0
309160,5.3,0.0,-0.1,0.0
309170,5.3,0.0,-0.1,0.0
309180,5.3,0.0,-0.1,0.0
309190,5.3,0.0,-0.1,0.0
309200,5.3,0.0,-0.1,0.0
309210,5.3,0.0,-0.1,0.0
309220,5.3,0.0,-0.1,0.0
309230,5.3,0.0,-0.1,0.0
309240,5.3,0.0,-0.1,0.0
309250,5.3,0.0,-0.1,0.0
309260,5.3,0.0,-0.1,0.0
309270,5.3,0.0,-0.1,0.0
309280,5.3,0.0,-0.1,0.0
309290,5.3,0.0,-0.1,0.0
309300,5.3,0.0,-0.1,0.0
309310,5.3,0.0,-0.1,0.0
309320,5.3,0.0,-0.1,0.0
309330,5.3,0.0,-0.1,0.0
309340,5.3,0.0,-0.1,0.0
309350,5.3,0.0,-0.1,0.0
309360,5.3,0.0,-0.1,0.0
309370,5.3,0.0,-0.1,0.0
309380,5.3,0.0,-0.1,0.0
309390,5.3,0.0,-0.1,0.0
309400,5.3,0.0,-0.1,0.0
309410,5.3,0.0,-0.1,0.0
309420,5.3,0.0,-0.1,0.0
309430,5.3,0.0,-0.1,0.0
309440,5.3,0.0,0.0,0.0
309450,5.3,0.0,0.0,0.0
309460,5.3,0.0,0.0,0.0
309470,5.3,0.0,0.0,0.0
309480,5.3,0.0,0.0,0.0
309490,5.3,0.0,0.0,0.0
309500,5.3,0.0,0.0,0.0
309510,5.3,0.0,0.0,0.0
309520,5.3,0.0,0.0,0.0
309530,5.3,0.0,0.0,0.0
309540,5.3,0.0,0.0,0.0
309550,5.3,0.0,0.0,0.0
309560,5.3,0.0,0.0,0.0
309570,5.3,0.0,0.0,0.0
309580,5.3,0.0,0.0,0.0
309590,5.3,0.0,0.0,0.0
309600,5.3,0.0,0.0,0.0
309610,5.3,0.0,0.0,0.0
309620,5.3,0.0,0.0,0.0
309630,5.3,0.0,0.0,0.0
309640,5.3,0.0,0.0,0.0
309650,5.3,0.0,0.0,0.0
309660,5.3,0.0,0.0,0.0
309670,5.3,0.0,0.0,0.0
309680,5.3,0.0,0.0,0.0
309690,5.3,0.0,0.0,0.0
309700,5.3,0.0,0.0,0.0
309710,5.3,0.0,0.0,0.0
309720,5.3,0.0,0.0,0.0
309730,5.3,0.0,0.0,0.0
309740,5.3,0.0,0.0,0.0
309750,5.3,0.0,0.0,0.0
309760,5.3,0.0,0.0,0.0
309770,5.3,0.0,0.0,0.0
309780,5.3,0.0,0.0,0.0
309790,5.3,0.0,0.0,0.0
309800,5.3,0.0,0.0,0.0
309810,5.3,0.0,0.0,0.0
309820,5.3,0.0,0.0,0.0
309830,5.3,0.0,0.0,0.0
309840,5.3,0.0,0.0,0.0
309850,5.3,0.0,0.0,0.0
309860,5.3,0.0,0.0,0.0
309870,5.3,0.0,0.0,0.0
309880,5.3,0.0,0.0,0.0
309890,5.3,0.0,0.0,0.0
309900,5.3,0.0,0.0,0.0
309910,5.3,0.0,0.0,0.0
309920,5.3,0.0,0.0,0.0
309930,5.3,0.0,0.0,0.0
309940,5.3,0.0,0.0,0.0
309950,5.3,0.0,0.0,0.0
309960,5.3,0.0,0.0,0.0
309970,5.3,0.0,0.0,0.0
309980,5.3,0.0,0.0,0.0
309990,5.3,0.0,0.0,0.0
