t_ms,wall_ms,pos,target,vel,vel_set,acc,acc_set,pwm,mode,fault,kf_theta,kf_omega,kf_tau,kf_ia,kf_innov,kf_sanity_th,kf_sanity_om,kf_enabled,estop,prox,tracking_err,pos_integral,spd_integral
848.70,1780803376102,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
848.90,1780803376102,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
849.30,1780803376103,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
849.80,1780803376103,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
854.80,1780803376108,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
855.50,1780803376109,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
855.80,1780803376109,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
856.10,1780803376109,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
860.60,1780803376114,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
860.90,1780803376114,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
861.10,1780803376114,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
861.50,1780803376115,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
861.80,1780803376115,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
862.00,1780803376115,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
862.40,1780803376116,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
862.80,1780803376116,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
863.00,1780803376116,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
868.10,1780803376121,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
868.30,1780803376122,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
868.60,1780803376122,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
869.10,1780803376122,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
869.30,1780803376123,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
869.60,1780803376123,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
873.50,1780803376127,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
873.60,1780803376127,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
873.90,1780803376127,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
874.40,1780803376128,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
874.70,1780803376128,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
875.10,1780803376128,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
875.90,1780803376129,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
876.60,1780803376130,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
877.10,1780803376130,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
881.40,1780803376135,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
881.70,1780803376135,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
881.90,1780803376135,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
882.10,1780803376135,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
886.70,1780803376140,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
887.10,1780803376140,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
887.80,1780803376141,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
888.00,1780803376141,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
888.30,1780803376142,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
888.50,1780803376142,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
888.90,1780803376142,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
889.20,1780803376142,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
895.70,1780803376149,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
896.20,1780803376149,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
896.70,1780803376150,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
897.00,1780803376150,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
897.70,1780803376151,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
898.10,1780803376151,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
898.40,1780803376152,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
913.60,1780803376167,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
913.80,1780803376167,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
914.10,1780803376167,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
914.40,1780803376168,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
914.60,1780803376168,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
914.90,1780803376168,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
928.70,1780803376182,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
929.00,1780803376182,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
929.10,1780803376182,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
929.50,1780803376183,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
929.80,1780803376183,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
930.00,1780803376183,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
930.40,1780803376184,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
930.60,1780803376184,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
930.80,1780803376184,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
936.90,1780803376190,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
937.10,1780803376190,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
937.30,1780803376191,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
937.70,1780803376191,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
938.00,1780803376191,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
938.30,1780803376192,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
938.60,1780803376192,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
938.90,1780803376192,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
939.10,1780803376192,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
939.30,1780803376193,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
942.60,1780803376196,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
943.50,1780803376197,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
948.80,1780803376202,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
949.00,1780803376202,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
949.30,1780803376203,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
949.60,1780803376203,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
950.40,1780803376204,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
951.30,1780803376205,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
951.90,1780803376205,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
952.10,1780803376205,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
952.40,1780803376206,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
952.70,1780803376206,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
957.70,1780803376211,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
958.10,1780803376211,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
959.10,1780803376212,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
959.50,1780803376213,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
962.90,1780803376216,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
963.40,1780803376217,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
969.80,1780803376223,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
970.00,1780803376223,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
970.40,1780803376224,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
971.10,1780803376224,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
971.50,1780803376225,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
971.80,1780803376225,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
972.30,1780803376225,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
972.40,1780803376226,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
972.70,1780803376226,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
979.60,1780803376233,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
979.90,1780803376233,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
980.10,1780803376233,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
980.60,1780803376234,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
980.80,1780803376234,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
981.10,1780803376234,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
986.00,1780803376239,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
986.60,1780803376240,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
987.00,1780803376240,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
997.50,1780803376251,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
997.70,1780803376251,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
997.90,1780803376251,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
998.10,1780803376251,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
998.50,1780803376252,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
998.80,1780803376252,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
999.20,1780803376252,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
999.50,1780803376253,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
999.90,1780803376253,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1000.30,1780803376254,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1005.60,1780803376259,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1006.40,1780803376260,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1007.00,1780803376260,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1007.80,1780803376261,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1008.40,1780803376262,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1009.00,1780803376262,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1026.30,1780803376280,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1026.80,1780803376280,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1027.10,1780803376280,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1027.90,1780803376281,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1028.20,1780803376281,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1028.30,1780803376282,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1028.70,1780803376282,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1028.90,1780803376282,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1029.20,1780803376282,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1029.40,1780803376283,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1034.50,1780803376288,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1034.90,1780803376288,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1036.20,1780803376289,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1036.80,1780803376290,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1037.10,1780803376290,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1037.40,1780803376291,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1042.70,1780803376296,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1043.20,1780803376296,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1043.90,1780803376297,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1044.30,1780803376298,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1044.70,1780803376298,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1045.20,1780803376298,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1049.80,1780803376303,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1050.40,1780803376304,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1051.70,1780803376305,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1052.20,1780803376305,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1052.40,1780803376306,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1052.70,1780803376306,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1053.30,1780803376307,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1053.50,1780803376307,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1053.80,1780803376307,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1058.40,1780803376312,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1058.90,1780803376312,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1059.10,1780803376312,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1059.60,1780803376313,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1059.90,1780803376313,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1060.10,1780803376313,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1060.60,1780803376314,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1060.80,1780803376314,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1061.00,1780803376314,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1065.70,1780803376319,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1066.40,1780803376320,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1067.30,1780803376321,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1068.00,1780803376321,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1068.40,1780803376322,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1068.60,1780803376322,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1074.10,1780803376327,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1074.60,1780803376328,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1075.00,1780803376328,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1075.30,1780803376329,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1075.60,1780803376329,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1076.20,1780803376329,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1076.40,1780803376330,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1076.60,1780803376330,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1077.20,1780803376330,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1077.40,1780803376331,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1077.60,1780803376331,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1077.80,1780803376331,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1082.50,1780803376336,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1082.90,1780803376336,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1084.00,1780803376337,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1084.40,1780803376338,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1084.70,1780803376338,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1085.00,1780803376338,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1089.60,1780803376343,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1089.90,1780803376343,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1090.30,1780803376344,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1090.60,1780803376344,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1090.80,1780803376344,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1091.20,1780803376344,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1091.90,1780803376345,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1092.30,1780803376346,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1092.60,1780803376346,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1097.90,1780803376351,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1098.30,1780803376352,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1098.40,1780803376352,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1103.40,1780803376357,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1103.60,1780803376357,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1103.80,1780803376357,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
1104.20,1780803376357,0.6,0,0,0,0,0,0,POSITION,NONE,0,0,0,0,0,0,0,0,0,0,0.6,-0.4,0
