tick,pos_deg,vel_degs,acc_degs2,pwm
1064000,79.9,0.0,0.0,-21.0
1064010,79.0,0.0,0.0,-21.0
1064020,78.0,0.0,0.0,-21.0
1064030,77.0,0.0,0.0,-21.0
1064040,75.8,0.0,0.0,-20.0
1064050,74.6,0.0,0.0,-20.0
1064060,73.2,0.0,0.0,-20.0
1064070,71.9,0.0,0.0,-20.0
1064080,70.5,0.0,0.0,-20.0
1064090,69.1,0.0,0.0,-20.0
1064100,67.7,0.0,0.0,-20.0
1064110,66.2,0.0,0.0,-19.0
1064120,64.7,0.0,0.0,-19.0
1064130,63.2,0.0,0.0,-19.0
1064140,61.7,0.0,0.0,-19.0
1064150,60.2,0.0,0.0,-19.0
1064160,58.7,0.0,0.0,-19.0
1064170,57.2,0.0,0.0,-18.0
1064180,55.7,0.0,0.0,-18.0
1064190,54.2,0.0,0.0,-18.0
1064200,52.6,0.0,0.0,-18.0
1064210,51.1,0.0,0.0,-18.0
1064220,49.6,0.0,0.0,-18.0
1064230,48.1,0.0,0.0,-18.0
1064240,46.6,0.0,0.0,-17.0
1064260,43.6,0.0,0.0,-17.0
1064270,42.1,0.0,0.0,-17.0
1064280,40.6,0.0,0.0,-17.0
1064290,39.2,0.0,0.0,-17.0
1064300,37.7,0.0,0.0,-17.0
1064310,36.4,0.0,0.0,-16.0
1064320,34.9,0.0,0.0,-16.0
1064330,33.5,0.0,0.0,-16.0
1064340,32.1,0.0,0.0,-16.0
1064350,30.7,0.0,0.0,-16.0
1064360,29.3,0.0,0.0,-16.0
1064370,28.0,0.0,0.0,-16.0
1064380,26.7,0.0,0.0,-15.0
1064390,25.3,0.0,0.0,-15.0
1064400,24.0,0.0,0.0,-15.0
1064410,22.7,0.0,0.0,-15.0
1064420,21.4,0.0,0.0,-15.0
1064430,20.1,0.0,0.0,-15.0
1064440,18.8,0.0,0.0,-14.0
1064450,17.6,0.0,0.0,-14.0
1064460,16.3,0.0,0.0,-14.0
1064470,15.1,0.0,0.0,-14.0
1064480,13.9,0.0,0.0,-14.0
1064490,12.6,0.0,0.0,-14.0
1064500,11.4,0.0,0.0,-13.0
1064510,10.2,0.0,0.0,-13.0
1064520,9.1,0.0,0.0,-13.0
1064530,7.9,0.0,0.0,-13.0
1064540,6.7,0.0,0.0,-13.0
1064550,5.6,0.0,0.0,-13.0
1064560,4.5,0.0,0.0,0.0
1064570,3.4,0.0,0.0,0.0
1064580,2.5,0.0,0.0,-12.0
1064590,1.6,0.0,0.0,-12.0
1064600,0.8,0.0,0.0,-12.0
1064610,0.1,0.0,0.0,-12.0
1064620,-0.7,0.0,0.0,-12.0
1064630,-1.6,0.0,0.0,-12.0
1064640,-2.4,0.0,0.0,-12.0
1064650,-3.2,0.0,0.0,-11.0
1064660,-4.1,0.0,0.0,-11.0
1064670,-4.9,0.0,0.0,-11.0
1064680,-5.7,0.0,0.0,-11.0
1064690,-6.5,0.0,0.0,-11.0
1064700,-7.2,0.0,0.0,-11.0
1064710,-8.1,0.0,0.0,-11.0
1064720,-8.9,0.0,0.0,-10.0
1064730,-9.7,0.0,0.0,-10.0
1064740,-10.4,0.0,0.0,-10.0
1064750,-11.2,0.0,0.0,-10.0
1064760,-11.9,0.0,0.0,-10.0
1064770,-12.7,0.0,0.0,-10.0
1064780,-13.4,0.0,0.0,-10.0
1064790,-14.2,0.0,0.0,-9.0
1064800,-14.9,0.0,0.0,-9.0
1064810,-15.6,0.0,0.0,-9.0
1064820,-16.3,0.0,0.0,-9.0
1064830,-17.0,0.0,0.0,-9.0
1064840,-17.7,0.0,0.0,-9.0
1064850,-18.4,0.0,0.0,-9.0
1064860,-19.1,0.0,0.0,-8.0
1064870,-19.7,0.0,0.0,-8.0
1064880,-20.3,0.0,0.0,-8.0
1064890,-21.0,0.0,0.0,-8.0
1064900,-21.6,0.0,0.0,-8.0
1064910,-22.2,0.0,0.0,-8.0
1064920,-22.8,0.0,0.0,-8.0
1064930,-23.4,0.0,0.0,-7.0
1064940,-24.0,0.0,0.0,-7.0
1064950,-24.6,0.0,0.0,-7.0
1064960,-25.2,0.0,0.0,-7.0
1064970,-25.7,0.0,0.0,-7.0
1064980,-26.3,0.0,0.0,-7.0
1064990,-26.8,0.0,0.0,-7.0
1065000,-27.3,0.0,0.0,-6.0
1065010,-27.9,0.0,0.0,-6.0
1065020,-28.3,0.0,0.0,-6.0
1065030,-28.8,0.0,0.0,-6.0
1065040,-29.3,0.0,0.0,-6.0
1065050,-29.7,0.0,0.0,-6.0
1065060,-30.2,0.0,0.0,-6.0
1065070,-30.6,0.0,0.0,-6.0
1065080,-31.0,0.0,0.0,-5.0
1065090,-31.4,0.0,0.0,-5.0
1065100,-31.8,0.0,0.0,-5.0
1065110,-32.1,0.0,0.0,-5.0
1065120,-32.5,0.0,0.0,-5.0
1065130,-32.8,0.0,0.0,-5.0
1065140,-33.2,0.0,0.0,-5.0
1065150,-33.5,0.0,0.0,-5.0
1065160,-33.8,0.0,0.0,-5.0
1065170,-34.1,0.0,0.0,-4.0
1065180,-34.4,0.0,0.0,-4.0
1065190,-34.7,0.0,0.0,-4.0
1065200,-35.0,0.0,0.0,-4.0
1065210,-35.2,0.0,0.0,-4.0
