tick,pos_deg,vel_degs,acc_degs2,pwm
1428000,19.5,0.0,0.0,18.0
1428010,20.7,0.0,0.0,18.0
1428020,22.0,0.0,0.0,19.0
1428030,23.2,0.0,0.0,19.0
1428040,24.6,0.0,0.0,20.0
1428050,25.9,0.0,0.0,20.0
1428060,27.3,0.0,0.0,21.0
1428070,28.7,0.0,0.0,21.0
1428080,30.2,0.0,0.0,21.0
1428090,31.7,0.0,0.0,21.0
1428100,33.2,0.0,0.0,22.0
1428110,34.7,0.0,0.0,22.0
1428120,36.3,0.0,0.0,22.0
1428130,37.9,0.0,0.0,22.0
1428140,39.6,0.0,0.0,22.0
1428150,41.2,0.0,0.0,22.0
1428160,42.9,0.0,0.0,22.0
1428170,44.6,0.0,0.0,22.0
1428180,46.2,0.0,0.0,22.0
1428190,48.0,0.0,0.0,21.0
1428200,49.8,0.0,0.0,21.0
1428210,51.5,0.0,0.0,21.0
1428220,53.2,0.0,0.0,21.0
1428230,54.9,0.0,0.0,24.0
1428240,56.6,0.0,0.0,24.0
1428250,58.3,0.0,0.0,23.0
1428260,60.1,0.0,0.0,23.0
1428270,61.9,0.0,0.0,23.0
1428280,63.7,0.0,0.0,22.0
1428290,65.5,0.0,0.0,22.0
1428300,67.3,0.0,0.0,21.0
1428310,69.1,0.0,0.0,21.0
1428320,70.9,0.0,0.0,21.0
1428330,72.6,0.0,0.0,20.0
1428340,74.4,0.0,0.0,20.0
1428350,76.2,0.0,0.0,20.0
1428360,77.9,0.0,0.0,19.0
1428380,81.4,0.0,0.0,18.0
1428390,83.0,0.0,0.0,18.0
1428400,84.7,0.0,0.0,18.0
1428410,86.4,0.0,0.0,17.0
1428420,88.0,0.0,0.0,17.0
1428430,89.6,0.0,0.0,17.0
1428440,91.2,0.0,0.0,16.0
1428450,92.7,0.0,0.0,16.0
1428460,94.3,0.0,0.0,16.0
1428470,95.7,0.0,0.0,15.0
1428480,97.3,0.0,0.0,15.0
1428490,98.7,0.0,0.0,15.0
1428500,100.2,0.0,0.0,15.0
1428510,101.5,0.0,0.0,14.0
1428520,102.9,0.0,0.0,14.0
1428530,104.2,0.0,0.0,14.0
1428540,105.5,0.0,0.0,13.0
1428550,106.9,0.0,0.0,13.0
1428560,108.1,0.0,0.0,13.0
1428570,109.3,0.0,0.0,13.0
1428580,110.5,0.0,0.0,12.0
1428590,111.6,0.0,0.0,12.0
1428600,112.7,0.0,0.0,12.0
1428610,113.8,0.0,0.0,12.0
1428620,114.9,0.0,0.0,12.0
1428630,116.0,0.0,0.0,11.0
1428640,116.9,0.0,0.0,11.0
1428650,117.9,0.0,0.0,11.0
1428660,118.8,0.0,0.0,11.0
1428670,119.7,0.0,0.0,11.0
1428680,120.5,0.0,0.0,11.0
1428690,121.3,0.0,0.0,10.0
1428700,122.0,0.0,0.0,10.0
1428710,122.7,0.0,0.0,10.0
1428720,123.3,0.0,0.0,10.0
1428730,123.9,0.0,0.0,10.0
1428740,124.5,0.0,0.0,10.0
1428750,125.1,0.0,0.0,10.0
1428760,125.6,0.0,0.0,10.0
1428770,126.1,0.0,0.0,10.0
1428790,127.1,0.0,0.0,9.0
1428800,127.6,0.0,0.0,9.0
1428810,128.1,0.0,0.0,9.0
1428820,128.6,0.0,0.0,9.0
1428830,129.0,0.0,0.0,9.0
1428840,129.4,0.0,0.0,9.0
1428850,129.8,0.0,0.0,9.0
1428860,130.2,0.0,0.0,9.0
1428870,130.6,0.0,0.0,9.0
1428880,131.0,0.0,0.0,9.0
1428890,131.4,0.0,0.0,9.0
1428900,131.8,0.0,0.0,8.0
1428910,132.2,0.0,0.0,8.0
1428920,132.5,0.0,0.0,8.0
1428930,132.8,0.0,0.0,8.0
1428940,133.1,0.0,0.0,8.0
1428950,133.5,0.0,0.0,8.0
1428960,133.7,0.0,0.0,8.0
1428970,134.0,0.0,0.0,8.0
1428980,134.2,0.0,0.0,8.0
1428990,134.6,0.0,0.0,8.0
1429000,134.9,0.0,0.0,8.0
1429010,135.2,0.0,0.0,8.0
1429020,135.5,0.0,0.0,8.0
1429030,135.9,0.0,0.0,8.0
1429040,136.2,0.0,0.0,8.0
1429050,136.6,0.0,0.0,7.0
1429060,136.9,0.0,0.0,7.0
1429070,137.3,0.0,0.0,1.0
1429080,137.5,0.0,0.0,1.0
1429090,137.8,0.0,0.0,1.0
1429100,138.0,0.0,0.0,1.0
1429110,138.1,0.0,0.0,1.0
1429120,138.3,0.0,0.0,1.0
1429130,138.3,0.0,0.0,1.0
1429140,138.4,0.0,0.0,1.0
1429150,138.5,0.0,0.0,1.0
1429160,138.5,0.0,0.0,1.0
1429170,138.5,0.0,0.0,1.0
1429180,138.4,0.0,0.0,1.0
1429200,138.4,0.0,0.0,1.0
1429210,138.4,0.0,0.0,1.0
1429220,138.4,0.0,0.0,1.0
1429230,138.4,0.0,0.0,1.0
1429240,138.4,0.0,0.0,1.0
1429250,138.5,0.0,0.0,1.0
1429260,138.5,0.0,0.0,1.0
1429270,138.5,0.0,0.0,1.0
1429280,138.5,0.0,0.0,1.0
1429290,138.4,0.0,0.0,1.0
1429300,138.5,0.0,0.0,1.0
1429310,138.5,0.0,0.0,1.0
1429320,138.5,0.0,0.0,1.0
1429330,138.5,0.0,0.0,1.0
1429340,138.5,0.0,0.0,1.0
1429350,138.5,0.0,0.0,1.0
1429360,138.5,0.0,0.0,1.0
1429370,138.5,0.0,0.0,1.0
1429380,138.5,0.0,0.0,1.0
1429390,138.5,0.0,0.0,1.0
1429400,138.5,0.0,0.0,1.0
1429410,138.5,0.0,0.0,1.0
1429420,138.5,0.0,0.0,1.0
1429430,138.5,0.0,0.0,1.0
1429440,138.5,0.0,0.0,1.0
1429450,138.5,0.0,0.0,1.0
1429460,138.5,0.0,0.0,1.0
1429470,138.5,0.0,0.0,1.0
1429480,138.5,0.0,0.0,1.0
1429490,138.5,0.0,0.0,1.0
1429500,138.5,0.0,0.0,1.0
1429510,138.5,0.0,0.0,1.0
1429520,138.5,0.0,0.0,1.0
1429530,138.5,0.0,0.0,1.0
1429540,138.5,0.0,0.0,1.0
1429550,138.4,0.0,0.0,1.0
1429560,138.4,0.0,0.0,1.0
1429570,138.4,0.0,0.0,1.0
1429580,138.5,0.0,0.0,1.0
1429590,138.4,0.0,0.0,1.0
1429600,138.4,0.0,0.0,1.0
1429610,138.5,0.0,0.0,1.0
1429620,138.5,0.0,0.0,1.0
1429630,138.5,0.0,0.0,1.0
1429640,138.5,0.0,0.0,1.0
1429650,138.5,0.0,0.0,1.0
1429660,138.5,0.0,0.0,1.0
1429670,138.5,0.0,0.0,1.0
1429680,138.5,0.0,0.0,1.0
1429690,138.5,0.0,0.0,1.0
1429700,138.5,0.0,0.0,1.0
1429710,138.5,0.0,0.0,1.0
1429720,138.5,0.0,0.0,1.0
1429730,138.5,0.0,0.0,1.0
1429740,138.5,0.0,0.0,1.0
1429750,138.5,0.0,0.0,1.0
1429760,138.5,0.0,0.0,1.0
1429770,138.5,0.0,0.0,1.0
1429780,138.5,0.0,0.0,1.0
1429790,138.5,0.0,0.0,1.0
1429800,138.5,0.0,0.0,1.0
1429810,138.5,0.0,0.0,1.0
1429820,138.5,0.0,0.0,1.0
1429830,138.5,0.0,0.0,1.0
1429840,138.5,0.0,0.0,1.0
1429850,138.5,0.0,0.0,1.0
1429860,138.5,0.0,0.0,1.0
1429870,138.5,0.0,0.0,1.0
1429880,138.5,0.0,0.0,1.0
1429890,138.5,0.0,0.0,1.0
1429900,138.5,0.0,0.0,1.0
1429910,138.5,0.0,0.0,1.0
1429920,138.5,0.0,0.0,1.0
1429930,138.5,0.0,0.0,1.0
1429940,138.5,0.0,0.0,1.0
1429950,138.5,0.0,0.0,1.0
1429960,138.5,0.0,0.0,1.0
1429970,138.4,0.0,0.0,1.0
1429980,138.4,0.0,0.0,1.0
1429990,138.5,0.0,0.0,1.0
