tick,pos_deg,vel_degs,acc_degs2,pwm
1472000,135.8,0.0,0.0,-9.0
1472010,135.4,0.0,0.0,-10.0
1472020,135.0,0.0,0.0,-10.0
1472030,134.5,0.0,0.0,-11.0
1472040,134.1,0.0,0.0,-12.0
1472050,133.6,0.0,0.0,-11.0
1472060,133.0,0.0,0.0,-13.0
1472070,132.5,0.0,0.0,-12.0
1472080,131.9,0.0,0.0,-11.0
1472090,131.3,0.0,0.0,-11.0
1472100,130.8,0.0,0.0,-10.0
1472110,130.2,0.0,0.0,-11.0
1472120,129.7,0.0,0.0,-11.0
1472130,129.1,0.0,0.0,-12.0
1472140,128.5,0.0,0.0,-12.0
1472150,127.9,0.0,0.0,-13.0
1472160,127.3,0.0,0.0,-13.0
1472170,126.7,0.0,0.0,-13.0
1472180,126.0,0.0,0.0,-14.0
1472190,125.4,0.0,0.0,-14.0
1472200,124.7,0.0,0.0,-14.0
1472210,124.0,0.0,0.0,-15.0
1472220,123.2,0.0,0.0,-15.0
1472230,122.4,0.0,0.0,-15.0
1472240,121.6,0.0,0.0,-15.0
1472250,120.8,0.0,0.0,-14.0
1472260,120.0,0.0,0.0,-14.0
1472270,119.2,0.0,0.0,-14.0
1472280,118.4,0.0,0.0,-14.0
1472290,117.5,0.0,0.0,-14.0
1472300,116.6,0.0,0.0,-13.0
1472310,115.8,0.0,0.0,-13.0
1472320,114.9,0.0,0.0,-13.0
1472330,114.0,0.0,0.0,-13.0
1472340,113.1,0.0,0.0,-13.0
1472350,112.2,0.0,0.0,-12.0
1472360,111.3,0.0,0.0,-12.0
1472370,110.5,0.0,0.0,-12.0
1472380,109.6,0.0,0.0,-12.0
1472390,108.7,0.0,0.0,-12.0
1472400,107.8,0.0,0.0,-12.0
1472410,107.0,0.0,0.0,-11.0
1472420,106.1,0.0,0.0,-11.0
1472430,105.2,0.0,0.0,-11.0
1472440,104.4,0.0,0.0,-11.0
1472450,103.6,0.0,0.0,-11.0
1472460,102.7,0.0,0.0,-11.0
1472470,101.9,0.0,0.0,-10.0
1472480,101.1,0.0,0.0,-10.0
1472490,100.3,0.0,0.0,-10.0
1472500,99.5,0.0,0.0,-10.0
1472510,98.7,0.0,0.0,-10.0
1472520,97.9,0.0,0.0,-10.0
1472530,97.1,0.0,0.0,-9.0
1472540,96.3,0.0,0.0,-9.0
1472550,95.6,0.0,0.0,-9.0
1472560,94.9,0.0,0.0,-9.0
1472570,94.1,0.0,0.0,-9.0
1472580,93.4,0.0,0.0,-9.0
1472590,92.8,0.0,0.0,-9.0
1472600,92.1,0.0,0.0,-8.0
1472610,91.4,0.0,0.0,-8.0
1472620,90.8,0.0,0.0,-8.0
1472630,90.1,0.0,0.0,-8.0
1472640,89.5,0.0,0.0,-8.0
1472650,88.9,0.0,0.0,-8.0
1472660,88.3,0.0,0.0,-8.0
1472670,87.6,0.0,0.0,-8.0
1472680,87.1,0.0,0.0,-7.0
1472690,86.5,0.0,0.0,-7.0
1472700,85.9,0.0,0.0,-7.0
1472710,85.3,0.0,0.0,-7.0
1472720,84.8,0.0,0.0,-7.0
1472730,84.3,0.0,0.0,-7.0
1472740,83.8,0.0,0.0,-7.0
1472750,83.3,0.0,0.0,-7.0
1472760,82.8,0.0,0.0,-7.0
1472770,82.4,0.0,0.0,-6.0
1472780,81.9,0.0,0.0,-6.0
1472790,81.4,0.0,0.0,-6.0
1472800,81.0,0.0,0.0,-6.0
1472810,80.6,0.0,0.0,-6.0
1472820,80.2,0.0,0.0,-6.0
1472830,79.8,0.0,0.0,-6.0
1472840,79.3,0.0,0.0,-6.0
1472850,79.0,0.0,0.0,-6.0
1472860,78.6,0.0,0.0,-6.0
1472870,78.2,0.0,0.0,-6.0
1472880,77.8,0.0,0.0,-6.0
1472890,77.5,0.0,0.0,-6.0
1472900,77.2,0.0,0.0,-6.0
1472910,76.8,0.0,0.0,-5.0
1472920,76.5,0.0,0.0,-5.0
1472930,76.2,0.0,0.0,-5.0
1472940,75.8,0.0,0.0,-5.0
1472950,75.5,0.0,0.0,-5.0
1472960,75.2,0.0,0.0,-5.0
1472970,74.9,0.0,0.0,-5.0
1472980,74.6,0.0,0.0,-5.0
1472990,74.3,0.0,0.0,-5.0
1473000,74.0,0.0,0.0,-5.0
1473010,73.7,0.0,0.0,-5.0
1473020,73.5,0.0,0.0,-5.0
1473030,73.2,0.0,0.0,-5.0
1473040,73.0,0.0,0.0,-5.0
1473050,72.7,0.0,0.0,-5.0
1473060,72.5,0.0,0.0,-5.0
1473070,72.2,0.0,0.0,-5.0
1473080,72.0,0.0,0.0,-4.0
1473090,71.8,0.0,0.0,-4.0
1473100,71.5,0.0,0.0,-4.0
1473110,71.3,0.0,0.0,-4.0
1473120,71.1,0.0,0.0,-4.0
1473130,70.9,0.0,0.0,-4.0
1473140,70.7,0.0,0.0,-4.0
1473150,70.5,0.0,0.0,-4.0
1473160,70.4,0.0,0.0,-4.0
1473170,70.2,0.0,0.0,-4.0
1473180,70.0,0.0,0.0,-4.0
1473190,69.8,0.0,0.0,-4.0
1473200,69.6,0.0,0.0,-4.0
1473210,69.4,0.0,0.0,-4.0
1473220,69.3,0.0,0.0,-4.0
1473230,69.1,0.0,0.0,-4.0
1473240,69.0,0.0,0.0,-4.0
1473250,68.8,0.0,0.0,-4.0
1473260,68.6,0.0,0.0,-4.0
1473270,68.5,0.0,0.0,-4.0
