tick,pos_deg,vel_degs,acc_degs2,pwm
782000,94.0,0.0,0.0,-5.0
782010,93.9,0.0,0.0,-6.0
782020,93.7,0.0,0.0,-6.0
782030,93.5,0.0,0.0,-7.0
782040,93.3,0.0,0.0,-7.0
782050,93.1,0.0,0.0,-7.0
782060,92.8,0.0,0.0,-8.0
782070,92.6,0.0,0.0,-8.0
782080,92.3,0.0,0.0,-9.0
782090,91.9,0.0,0.0,-8.0
782100,91.6,0.0,0.0,-7.0
782110,91.3,0.0,0.0,-6.0
782120,90.9,0.0,0.0,-5.0
782130,90.6,0.0,0.0,-6.0
782140,90.3,0.0,0.0,-6.0
782150,89.9,0.0,0.0,-7.0
782160,89.6,0.0,0.0,-7.0
782170,89.3,0.0,0.0,-8.0
782180,88.9,0.0,0.0,-8.0
782190,88.5,0.0,0.0,-8.0
782200,88.1,0.0,0.0,-8.0
782210,87.7,0.0,0.0,-9.0
782220,87.3,0.0,0.0,-9.0
782230,86.8,0.0,0.0,-9.0
782240,86.4,0.0,0.0,-9.0
782250,85.9,0.0,0.0,-9.0
782260,85.4,0.0,0.0,-10.0
782270,84.9,0.0,0.0,-10.0
782280,84.4,0.0,0.0,-10.0
782290,83.9,0.0,0.0,-10.0
782300,83.3,0.0,0.0,-10.0
782310,82.7,0.0,0.0,-21.0
782320,82.0,0.0,0.0,-21.0
782330,81.3,0.0,0.0,-21.0
782340,80.4,0.0,0.0,-21.0
782350,79.5,0.0,0.0,-21.0
782360,78.5,0.0,0.0,-21.0
782370,77.4,0.0,0.0,-21.0
782380,76.3,0.0,0.0,-20.0
782390,75.0,0.0,0.0,-20.0
782400,73.7,0.0,0.0,-20.0
782410,72.3,0.0,0.0,-20.0
782420,71.0,0.0,0.0,-20.0
782430,69.5,0.0,0.0,-20.0
782440,68.1,0.0,0.0,-20.0
782450,66.6,0.0,0.0,-20.0
782460,65.2,0.0,0.0,-19.0
782470,63.7,0.0,0.0,-19.0
782480,62.2,0.0,0.0,-19.0
782490,60.7,0.0,0.0,-19.0
782500,59.2,0.0,0.0,-19.0
782510,57.6,0.0,0.0,-19.0
782520,56.1,0.0,0.0,-19.0
782530,54.6,0.0,0.0,-19.0
782540,53.0,0.0,0.0,-18.0
782550,51.5,0.0,0.0,-18.0
782560,50.0,0.0,0.0,-18.0
782570,48.5,0.0,0.0,-18.0
782580,46.9,0.0,0.0,-18.0
782590,45.4,0.0,0.0,-18.0
782600,43.9,0.0,0.0,-18.0
782610,42.4,0.0,0.0,-18.0
782620,40.9,0.0,0.0,-17.0
782630,39.4,0.0,0.0,-17.0
782640,37.9,0.0,0.0,-17.0
782650,36.5,0.0,0.0,-17.0
782660,35.0,0.0,0.0,-17.0
782670,33.6,0.0,0.0,-17.0
782680,32.2,0.0,0.0,-17.0
782690,30.7,0.0,0.0,-16.0
782700,29.4,0.0,0.0,-16.0
782710,28.0,0.0,0.0,-16.0
782720,26.6,0.0,0.0,-16.0
782730,25.2,0.0,0.0,-16.0
782740,23.8,0.0,0.0,-16.0
782750,22.5,0.0,0.0,-16.0
782760,21.2,0.0,0.0,-15.0
782770,19.8,0.0,0.0,-15.0
782780,18.5,0.0,0.0,-15.0
782790,17.2,0.0,0.0,-15.0
782800,15.9,0.0,0.0,-15.0
782810,14.6,0.0,0.0,-15.0
782820,13.3,0.0,0.0,-14.0
782830,12.1,0.0,0.0,-14.0
782840,10.8,0.0,0.0,-14.0
782850,9.6,0.0,0.0,-14.0
782860,8.3,0.0,0.0,-14.0
782870,7.1,0.0,0.0,-14.0
782880,5.9,0.0,0.0,-14.0
782890,4.7,0.0,0.0,-13.0
782900,3.5,0.0,0.0,-1.0
782910,2.4,0.0,0.0,-13.0
782920,1.4,0.0,0.0,-13.0
782930,0.5,0.0,0.0,-13.0
782940,-0.5,0.0,0.0,-13.0
782950,-1.4,0.0,0.0,-13.0
782960,-2.4,0.0,0.0,-13.0
782970,-3.4,0.0,0.0,-12.0
782980,-4.4,0.0,0.0,-12.0
782990,-5.3,0.0,0.0,-12.0
783000,-6.2,0.0,0.0,-12.0
783010,-7.1,0.0,0.0,-12.0
783020,-8.0,0.0,0.0,-12.0
783030,-8.9,0.0,0.0,-11.0
783040,-9.7,0.0,0.0,-11.0
783050,-10.7,0.0,0.0,-11.0
783060,-11.5,0.0,0.0,-11.0
783070,-12.4,0.0,0.0,-11.0
783080,-13.3,0.0,0.0,-11.0
783090,-14.1,0.0,0.0,-10.0
783100,-14.9,0.0,0.0,-10.0
783110,-15.8,0.0,0.0,-10.0
783120,-16.6,0.0,0.0,-10.0
783130,-17.3,0.0,0.0,-10.0
783140,-18.1,0.0,0.0,-10.0
783150,-18.9,0.0,0.0,-10.0
783160,-19.7,0.0,0.0,-9.0
783170,-20.4,0.0,0.0,-9.0
783180,-21.2,0.0,0.0,-9.0
783190,-21.9,0.0,0.0,-9.0
783200,-22.6,0.0,0.0,-9.0
783210,-23.3,0.0,0.0,-9.0
783220,-24.0,0.0,0.0,-9.0
783230,-24.7,0.0,0.0,-8.0
783240,-25.4,0.0,0.0,-8.0
783250,-26.1,0.0,0.0,-8.0
783260,-26.8,0.0,0.0,-8.0
783270,-27.4,0.0,0.0,-8.0
783280,-28.1,0.0,0.0,-8.0
783290,-28.7,0.0,0.0,-7.0
783300,-29.3,0.0,0.0,-7.0
783310,-29.9,0.0,0.0,-7.0
