tick,pos_deg,vel_degs,acc_degs2,pwm
1036000,4.7,0.0,0.0,3.0
1036010,4.7,0.0,0.0,3.0
1036020,4.7,0.0,0.0,3.0
1036030,4.7,0.0,0.0,4.0
1036040,4.8,0.0,0.0,4.0
1036050,4.8,0.0,0.0,4.0
1036060,4.9,0.0,0.0,4.0
1036070,5.0,0.0,0.0,4.0
1036080,5.1,0.0,0.0,5.0
1036090,5.2,0.0,0.0,5.0
1036100,5.3,0.0,0.0,5.0
1036110,5.4,0.0,0.0,6.0
1036120,5.6,0.0,0.0,6.0
1036130,5.8,0.0,0.0,6.0
1036140,5.9,0.0,0.0,7.0
1036150,6.2,0.0,0.0,7.0
1036160,6.4,0.0,0.0,8.0
1036180,6.9,0.0,0.0,8.0
1036190,7.2,0.0,0.0,9.0
1036200,7.6,0.0,0.0,8.0
1036210,7.9,0.0,0.0,7.0
1036220,8.2,0.0,0.0,6.0
1036230,8.6,0.0,0.0,5.0
1036240,8.9,0.0,0.0,6.0
1036250,9.2,0.0,0.0,6.0
1036260,9.5,0.0,0.0,7.0
1036270,9.8,0.0,0.0,7.0
1036280,10.1,0.0,0.0,8.0
1036290,10.5,0.0,0.0,8.0
1036300,10.8,0.0,0.0,8.0
1036310,11.2,0.0,0.0,9.0
1036320,11.6,0.0,0.0,9.0
1036330,11.9,0.0,0.0,9.0
1036340,12.4,0.0,0.0,9.0
1036350,12.8,0.0,0.0,9.0
1036360,13.3,0.0,0.0,9.0
1036370,13.7,0.0,0.0,10.0
1036380,14.2,0.0,0.0,10.0
1036390,14.7,0.0,0.0,10.0
1036400,15.2,0.0,0.0,10.0
1036410,15.7,0.0,0.0,10.0
1036420,16.3,0.0,0.0,21.0
1036430,16.9,0.0,0.0,21.0
1036440,17.6,0.0,0.0,21.0
1036450,18.3,0.0,0.0,21.0
1036460,19.2,0.0,0.0,21.0
1036470,20.3,0.0,0.0,21.0
1036480,21.5,0.0,0.0,21.0
1036490,22.7,0.0,0.0,21.0
1036500,23.9,0.0,0.0,21.0
1036510,25.2,0.0,0.0,21.0
1036520,26.6,0.0,0.0,20.0
1036530,28.0,0.0,0.0,20.0
1036540,29.4,0.0,0.0,20.0
1036550,30.9,0.0,0.0,20.0
1036560,32.3,0.0,0.0,20.0
1036570,33.9,0.0,0.0,20.0
1036580,35.3,0.0,0.0,20.0
1036590,36.9,0.0,0.0,19.0
1036600,38.4,0.0,0.0,19.0
1036610,39.9,0.0,0.0,19.0
1036620,41.5,0.0,0.0,19.0
1036630,43.0,0.0,0.0,19.0
1036640,44.5,0.0,0.0,19.0
1036650,46.0,0.0,0.0,19.0
1036660,47.6,0.0,0.0,18.0
1036670,49.1,0.0,0.0,18.0
1036680,50.6,0.0,0.0,18.0
1036690,52.1,0.0,0.0,18.0
1036700,53.6,0.0,0.0,18.0
1036710,55.1,0.0,0.0,18.0
1036720,56.5,0.0,0.0,18.0
1036730,58.0,0.0,0.0,17.0
1036740,59.5,0.0,0.0,17.0
1036750,60.9,0.0,0.0,17.0
1036760,62.4,0.0,0.0,17.0
1036770,63.7,0.0,0.0,17.0
1036780,65.2,0.0,0.0,17.0
1036790,66.6,0.0,0.0,16.0
